#Reps,MilaLexiconPointer,Undotted,POS
2,15529,אמונה,properName
2,15537,פירר,verb
2,15564,הדרים,verb
2,15569,אלישבע,properName
2,1556,חיקה,participle:noun
2,15574,הופר,participle:noun
2,15578,הדס,noun
2,15592,ילד,participle:verb
2,15596,לכיד,adjective
2,15598,התפשר,participle:verb
2,15604,צייד,participle:noun
2,15605,עיגל,participle:verb
2,15609,שילש,participle:noun
2,15623,גתה,properName
2,15624,הותיר,participle:adjective
2,15626,בלרוס,properName
2,15655,נפעם,participle:noun
2,15661,ריקנות,noun
2,15675,הפגיז,participle:noun
2,15699,שיגיון,noun
2,156,עוצב,participle:noun
2,15701,לגיון,noun
2,15704,טוסט,noun
2,15708,יובש,noun
2,15711,עילף,verb
2,15712,יוער,verb
2,15733,הוכפף,verb
2,15741,סלוניקי,properName
2,15745,הסתדר,participle:verb
2,15746,ערק,participle:verb
2,15755,סמט,properName
2,1575,התלונן,participle:adjective
2,15765,קירגיזסטן,properName
2,15774,סלע,properName
2,15780,אחיהוד,properName
2,15814,תומר,noun
2,1581,יוכבד,properName
2,15828,לטש,verb
2,15829,גירד,participle:adjective
2,15870,נקף,participle:adjective
2,15890,הופץ,participle:adjective
2,15909,תלמי,properName
2,15932,השג,noun
2,15958,קתדרלה,noun
2,15966,ימין,properName
2,15975,רקורד,noun
2,15984,זניחה,noun
2,15990,אנטוניו,properName
2,16005,העיב,participle:verb
2,16016,נרגז,adjective
2,16024,הודרך,verb
2,16028,התאושש,participle:adjective
2,16029,השכל,noun
2,16043,נביעה,noun
2,16047,שלף,participle:noun
2,16049,חמל,participle:adjective
2,16057,הסדיר,participle:adjective
2,1605,הוחזק,participle:adjective
2,16064,תורגם,participle:adjective
2,16071,חלחל,participle:adjective
2,16074,היטלטל,verb
2,16096,כעס,participle:adjective
2,16096,כעס,participle:noun
2,16103,פרת,properName
2,1610,שלולית,noun
2,16116,גריסה,noun
2,16142,אינדיאנה,properName
2,16147,שיכר,participle:adjective
2,16175,סירב,participle:adjective
2,16192,הלחנה,noun
2,16193,תיעד,participle:noun
2,16206,אובחן,participle:verb
2,1620,גילף,participle:verb
2,16219,נרקיס,noun
2,16220,עגונה,noun
2,16231,ריקי,properName
2,16253,שנהר,properName
2,16259,נותב,verb
2,16261,הוצנח,participle:verb
2,16261,הוצנח,verb
2,16282,נרגע,participle:verb
2,16283,הוסף,participle:adjective
2,16289,ספונסר,noun
2,16295,פעם,participle:verb
2,16306,חיתון,noun
2,16308,נוכה,participle:verb
2,16336,מלכוד,noun
2,16345,שונית,noun
2,1634,עורער,participle:verb
2,16359,הוציא,participle:adjective
2,16363,גרשום,properName
2,16364,טיק,noun
2,16371,תיאב,verb
2,16379,הוצהר,participle:noun
2,16386,ריבוע,noun
2,16387,התכנס,participle:adjective
2,16398,אובזר,participle:adjective
2,163,התנשק,participle:verb
2,16424,שפוט,adjective
2,16425,הקצה,participle:adjective
2,16465,הבקיע,participle:noun
2,16467,התחככות,noun
2,16488,נחנק,participle:adjective
2,16491,סליל,noun
2,16496,חודד,participle:adjective
2,16509,הגיר,participle:noun
2,16521,התדיין,participle:adjective
2,1653,גליקול,properName
2,16584,התאדה,verb
2,16591,פוקח,participle:adjective
2,16598,התאסף,participle:noun
2,16604,אלוהי,adjective
2,16609,עיכל,participle:verb
2,1663,יישב,participle:adjective
2,16640,התנסה,participle:noun
2,1664,כרסם,participle:verb
2,16650,קוסמטי,adjective
2,16660,עושר,participle:noun
2,16662,סיג,noun
2,16669,נענע,verb
2,16695,הפקיר,participle:adjective
2,16696,הועיד,participle:verb
2,16701,נבל,noun
2,16705,נטמן,participle:noun
2,1670,נבו,properName
2,16719,השיא,participle:noun
2,16735,כורם,noun
2,16737,יוכי,properName
2,16742,נופץ,participle:noun
2,16746,שלק,participle:adjective
2,1674,הפקיע,participle:verb
2,16750,נופף,participle:verb
2,16752,בעט,participle:noun
2,16776,מחק,participle:adjective
2,16794,יובא,participle:noun
2,16810,גמול,noun
2,16814,התפצלות,noun
2,16826,הושג,participle:adjective
2,16849,התאפק,participle:verb
2,16874,סח,participle:noun
2,16875,בטלה,noun
2,16905,חלומי,adjective
2,16939,נקרה,verb
2,16943,ישבן,noun
2,16967,כיהן,participle:adjective
2,16971,נפיחה,noun
2,16975,התרכזות,noun
2,16988,קפץ,participle:adjective
2,16988,קפץ,participle:noun
2,16995,שחרר,participle:adjective
2,17013,עייף,verb
2,17017,הבליע,participle:noun
2,17021,התאבל,participle:verb
2,17059,קיפול,noun
2,17090,גרוני,adjective
2,17109,תקלוט,noun
2,1710,התחשבנות,noun
2,17113,שיכן,participle:verb
2,17126,סאן,participle:adjective
2,17136,בישל,participle:noun
2,17138,פושט,verb
2,17148,שעב,properName
2,17150,קוטן,noun
2,17162,זירה,verb
2,171,מוג,adjective
2,17228,שיקר,participle:noun
2,1724,אושרת,properName
2,17254,הלביש,participle:verb
2,17274,נתמך,participle:adjective
2,17282,זימן,participle:verb
2,1728,וענת,properName
2,17304,רידוד,noun
2,17308,נדנדה,noun
2,17316,מיודד,adjective
2,17352,הצליב,participle:noun
2,17352,הצליב,verb
2,17354,נעמד,participle:noun
2,1735,גובש,participle:noun
2,17371,בחש,participle:noun
2,17371,בחש,participle:verb
2,17371,בחש,verb
2,17383,קסם,participle:noun
2,17383,קסם,participle:verb
2,17386,שיפוע,noun
2,1739,פיתה,noun
2,17416,החשה,noun
2,17420,פזגז,properName
2,17432,לילית,properName
2,17436,מיני,noun
2,17452,פטריק,properName
2,17470,ניל,properName
2,1747,המליט,participle:verb
2,17491,עיצבן,participle:noun
2,17491,עיצבן,participle:verb
2,17511,בער,verb
2,1752,מדענית,noun
2,17564,הרואי,adjective
2,17597,שאלתיאל,properName
2,17608,עידר,participle:noun
2,17609,נוסייראת,properName
2,1760,הונח,participle:adjective
2,17618,הסתעפות,noun
2,17638,הקיז,verb
2,17640,השם,properName
2,17646,הוחתם,verb
2,17647,נקדח,verb
2,17651,האזין,participle:verb
2,17653,תדלק,verb
2,17657,שולח,participle:adjective
2,17657,שולח,participle:verb
2,17661,רומח,noun
2,17676,צ'יפס,noun
2,17716,ערף,participle:adjective
2,17720,תירס,noun
2,17729,זינה,participle:noun
2,17765,יהוידע,properName
2,17787,הידהד,participle:adjective
2,17787,הידהד,participle:verb
2,17791,פרכוס,noun
2,17793,ברם,conjunction
2,17794,שריג,properName
2,17808,"דרא""פ",properName
2,17814,סיקול,noun
2,17817,התעניין,participle:noun
2,17824,בארון,properName
2,17825,כונן,participle:adjective
2,17828,דורדר,verb
2,17831,אריגה,noun
2,17832,המולה,noun
2,17840,התכה,noun
2,17851,פנתר,noun
2,17860,ירדנה,properName
2,17861,התנגש,participle:verb
2,17862,הועתק,participle:verb
2,17872,התניידות,noun
2,17875,מקדונלד,properName
2,17876,נחת,participle:verb
2,17888,הזדמן,participle:adjective
2,17897,כישף,participle:adjective
2,17909,החתים,participle:noun
2,17917,הוצת,participle:adjective
2,17918,תאו,noun
2,17929,תיוג,noun
2,17938,רוצף,participle:adjective
2,17944,כסייפה,properName
2,17949,ירק,participle:verb
2,17958,כפילות,noun
2,1796,הרכין,participle:noun
2,17973,נאכף,participle:verb
2,17983,ייצא,participle:noun
2,17987,אלגנטי,adjective
2,17993,אקולוגיה,noun
2,17994,ערבב,verb
2,18013,נחפז,verb
2,18016,מאהב,noun
2,18030,ניגב,participle:verb
2,18035,התחלה,verb
2,18038,נפרס,participle:adjective
2,18039,גז,noun
2,18043,עגורן,noun
2,18054,איסלנד,properName
2,18060,פתי,noun
2,1806,מקלדת,noun
2,18096,מולכד,participle:noun
2,18096,מולכד,verb
2,18102,מגורה,adjective
2,18117,מסק,participle:noun
2,18125,נעץ,verb
2,18133,הצדיע,participle:adjective
2,18155,נשיר,adjective
2,18158,חריצות,noun
2,18168,ריצף,participle:noun
2,18190,הונק,participle:noun
2,18190,הונק,participle:verb
2,1819,גידל,participle:adjective
2,181,החטיא,participle:noun
2,181,החטיא,participle:verb
2,18203,קדשה,noun
2,18208,סימל,participle:adjective
2,18216,לעג,verb
2,18225,מיגן,participle:noun
2,18232,גלשון,noun
2,18239,הוטמן,participle:verb
2,18241,מצץ,verb
2,18257,כברה,noun
2,18268,נזף,participle:verb
2,18296,תודרך,participle:noun
2,18326,התהווה,participle:adjective
2,18340,נמחק,participle:noun
2,18347,ג'ני,properName
2,18349,התבררות,noun
2,1837,סלמון,noun
2,18389,התמקצעות,noun
2,18408,נשיות,noun
2,18423,התעמר,verb
2,18439,בוש,participle:adjective
2,18441,התהדר,participle:verb
2,18441,התהדר,verb
2,18447,הי,interjection
2,18455,סאה,noun
2,1846,הופרע,participle:noun
2,1846,הופרע,verb
2,18479,נעזר,participle:adjective
2,18493,קמץ,participle:adjective
2,18494,האט,participle:noun
2,18498,הורעל,participle:adjective
2,18501,שאף,participle:noun
2,18516,הודגם,verb
2,18518,נבגד,participle:adjective
2,18524,השתכן,participle:verb
2,18528,ישורון,properName
2,18571,השמיש,verb
2,18574,לוינסקי,properName
2,18589,שמאלנות,noun
2,18603,צמרמורת,noun
2,18609,הורגש,participle:noun
2,18610,זיו,noun
2,18619,הוקלט,participle:verb
2,18625,זחל,participle:adjective
2,18625,זחל,verb
2,18641,שחיין,noun
2,18643,היתממות,noun
2,18653,עלה,participle:adjective
2,18663,נסוג,participle:adjective
2,18666,אנטי,adjective
2,1866,פרסם,participle:adjective
2,18690,שוטט,participle:adjective
2,18690,שוטט,participle:noun
2,18691,בז,participle:verb
2,1869,בירר,participle:adjective
2,18713,נמשה,participle:verb
2,18723,הלאמה,noun
2,18734,פתיח,noun
2,18755,עימל,participle:noun
2,18755,עימל,participle:verb
2,18769,הרמוניה,noun
2,18775,התחוור,verb
2,18831,התאפשר,participle:noun
2,18838,התהדק,verb
2,18853,אכסאל,properName
2,18868,שגה,participle:adjective
2,18872,נסך,participle:verb
2,18872,נסך,verb
2,1888,הומאס,verb
2,18903,סימפטיה,noun
2,18912,חאמד,properName
2,18919,נמנע,participle:adjective
2,18939,התרבה,participle:adjective
2,18950,הודבק,participle:noun
2,18953,התחבט,participle:verb
2,18953,התחבט,verb
2,18958,השתאות,noun
2,18968,התפזרות,noun
2,18994,העביד,participle:verb
2,18999,הסיע,participle:adjective
2,19009,שיבוט,noun
2,1900,גמל,participle:verb
2,19012,התעופף,verb
2,19015,אסייתי,adjective
2,19018,כפיפה,noun
2,19028,סולק,participle:noun
2,19032,עטה,verb
2,19039,שיעשע,participle:adjective
2,1904,מסגר,participle:noun
2,19053,סלד,verb
2,19054,התהלך,participle:noun
2,19054,התהלך,participle:verb
2,19058,גרעיניות,noun
2,19066,מרידה,noun
2,19079,רקפת,noun
2,19085,גורה,verb
2,1910,פילס,participle:verb
2,19127,ניכר,participle:verb
2,19131,הרגיז,participle:verb
2,19136,קילוף,noun
2,19138,הוחלף,participle:noun
2,1915,שאילה,noun
2,19161,נעץ,noun
2,19167,זנדברג,properName
2,19173,אפודה,noun
2,19184,לגם,participle:verb
2,19186,כרכרה,noun
2,19202,רוסס,participle:verb
2,1922,יואש,properName
2,19230,השתהה,verb
2,1923,לנדוי,properName
2,19240,רוכלות,noun
2,19258,מעברה,noun
2,1926,ילצין,properName
2,19289,גונן,participle:verb
2,19296,קידוד,noun
2,19300,הושלך,participle:adjective
2,19300,הושלך,participle:noun
2,19310,הטיב,participle:noun
2,19315,אכלס,participle:adjective
2,19345,כיבס,verb
2,1934,שלישות,noun
2,19350,פיאר,participle:verb
2,19370,הוכנע,verb
2,19373,רווה,participle:verb
2,19378,טמבל,adjective
2,19388,הקפיץ,participle:verb
2,19392,סמיך,adjective
2,19429,מרד,participle:adjective
2,19430,התבהם,participle:adjective
2,19442,סרטן,participle:noun
2,19442,סרטן,participle:verb
2,19454,תפח,participle:noun
2,19455,סירג,participle:noun
2,19463,קואורדינציה,noun
2,1947,הופגן,participle:noun
2,1947,הופגן,verb
2,19483,תיעוב,noun
2,19487,פתית,noun
2,19496,מיסך,participle:verb
2,19504,הוטח,participle:verb
2,19526,הושלג,participle:adjective
2,19551,דילג,participle:noun
2,19569,התארח,participle:adjective
2,19586,תשורה,noun
2,19597,מזרע,noun
2,19609,פרנס,properName
2,19623,נוגה,noun
2,19627,נרתע,participle:adjective
2,1962,אינטימי,adjective
2,19630,נאהב,participle:adjective
2,1963,מספור,noun
2,19644,התמחה,participle:adjective
2,1966,התמנה,participle:adjective
2,19679,שכפל,participle:noun
2,19679,שכפל,verb
2,19695,סנדי,properName
2,19705,נביחה,noun
2,1971,השכים,verb
2,19724,עמד,participle:adjective
2,19730,גנרל,adjective
2,19741,פלש,participle:adjective
2,19752,שאול,noun
2,19757,קציצה,noun
2,1975,הפציע,verb
2,19760,מלכד,verb
2,19762,נעקץ,participle:noun
2,19788,משהו,pronoun
2,19822,מוצהר,adjective
2,19832,קריש,noun
2,19855,קטלוג,noun
2,19857,הוקנה,verb
2,1985,נביטה,noun
2,19926,זרז,noun
2,19948,תעלול,noun
2,19949,החל,participle:verb
2,1994,דגיג,noun
2,19972,מחשב,participle:verb
2,19978,סחלב,noun
2,20007,נבהל,participle:adjective
2,2000,קסטרו,properName
2,2002,התנכר,participle:verb
2,20031,האצלה,noun
2,20041,גונה,participle:adjective
2,20044,הועלה,participle:adjective
2,20051,נקרא,participle:adjective
2,20053,אומן,participle:adjective
2,20067,סביון,noun
2,20078,משי,properName
2,200,פטריוטיזם,noun
2,20110,קושט,participle:verb
2,20132,חדווה,properName
2,20133,"אג""ח",noun
2,20159,יוהאן,properName
2,20160,נרקח,verb
2,20161,עניו,adjective
2,20180,לכלך,verb
2,20194,הפריז,participle:verb
2,20196,קלי,properName
2,20232,הגעלה,noun
2,20239,בשלות,noun
2,20243,בייש,participle:adjective
2,20243,בייש,verb
2,20251,אולף,participle:verb
2,20257,סינתטי,noun
2,20277,הציף,participle:adjective
2,20284,קונסטרוקציה,noun
2,20307,הופגז,participle:verb
2,2030,פוסל,participle:adjective
2,20311,פיצה,participle:noun
2,20343,סניקרס,properName
2,20376,הלהיב,participle:noun
2,20379,האכיל,participle:verb
